"rooms","bathroom","square_meters","lift","terrace","neighborhood","square_meters_price","price","housing type"
1,2,29,1,0,"Sarria-Sant Gervasi",20.99,700,"flat"
3,2,64,0,0,"Sants-Montjuïc",17.36,1075,"flat"
1,1,54,0,0,"Les Corts",18.03,1100,"apartment"
2,1,51,0,0,"Sant Andreu",32.55,1575,"apartment"
2,1,41,0,0,"Eixample",47.23,2117,"apartment"
1,1,29,0,0,"Sant Martí",18.82,550,"apartment"
2,2,64,0,0,"Sarria-Sant Gervasi",18.81,1400,"flat"
2,1,57,0,0,"Eixample",23.21,1150,"flat"
4,2,171,1,0,"Eixample",14.15,2150,"flat"
1,1,73,0,0,"Eixample",15.39,650,"flat"
3,1,76,1,0,"Eixample",11.86,909,"flat"
2,1,53,1,0,"Eixample",18.04,840,"apartment"
2,1,73,1,0,"Sant Martí",12.37,650,"flat"
4,2,73,0,0,"Sarria-Sant Gervasi",18.92,4500,"flat"
6,4,359,1,0,"Ciutat Vella",21.21,6800,"flat"
1,1,51,1,1,"Gràcia",15.48,900,"flat"
2,1,54,1,0,"Eixample",15.3,840,"apartment"
3,2,107,1,0,"Sants-Montjuïc",45.18,4500,"flat"
3,1,88,1,0,"Ciutat Vella",18.31,1400,"flat"
1,1,45,1,0,"Ciutat Vella",19.19,850,"flat"
1,2,52,1,0,"Eixample",23.91,1326,"flat"
3,1,73,1,0,"Ciutat Vella",15.08,1157,"flat"
2,1,51,1,0,"Ciutat Vella",14.9,800,"flat"
2,1,55,0,0,"Ciutat Vella",15.56,780,"flat"
4,4,214,1,0,"Sants-Montjuïc",12.71,2800,"flat"
1,1,50,1,0,"Sants-Montjuïc",15.3,750,"flat"
3,1,79,0,1,"Sarria-Sant Gervasi",9.08,700,"flat"
3,2,92,1,0,"Ciutat Vella",12.37,1150,"flat"
1,2,93,0,0,"Eixample",11.45,1000,"flat"
2,2,97,0,1,"Ciutat Vella",12.55,1250,"flat"
2,2,128,1,0,"Eixample",16.13,2300,"flat"
3,2,86,1,0,"Nou Barris",13.1,1250,"flat"
1,1,29,1,0,"Eixample",24.13,690,"attic"
4,2,135,1,0,"Les Corts",11.32,1500,"flat"
3,1,62,0,0,"Sarria-Sant Gervasi",11.16,700,"flat"
4,3,183,1,1,"Ciutat Vella",15.3,2250,"flat"
1,1,50,0,0,"Eixample",15.3,750,"flat"
1,1,29,1,0,"Ciutat Vella",24.11,720,"flat"
1,1,44,0,0,"Eixample",23.53,968,"apartment"
1,1,54,1,1,"Eixample",27.27,1400,"attic"
2,1,47,1,0,"Sarria-Sant Gervasi",14.23,700,"flat"
2,1,75,0,0,"Eixample",12.32,820,"flat"
4,2,103,1,0,"Sarria-Sant Gervasi",10.17,1100,"flat"
3,1,82,1,0,"Ciutat Vella",15.48,1250,"flat"
3,1,68,1,0,"Eixample",13.06,890,"flat"
3,2,151,0,1,"Gràcia",8.29,1300,"apartment"
2,1,70,1,0,"Sarria-Sant Gervasi",22.33,1680,"apartment"
1,2,34,0,0,"Eixample",30.07,925,"flat"
2,3,73,0,0,"Eixample",15.53,2750,"flat"
4,2,120,1,0,"Eixample",9.4,1150,"flat"
4,2,126,1,1,"Eixample",10.61,1300,"flat"
2,1,52,1,0,"Ciutat Vella",14.99,750,"flat"
3,2,81,0,0,"Les Corts",10.83,900,"flat"
2,1,37,0,1,"Horta- Guinardo",17.98,650,"flat"
3,1,68,1,0,"Sant Andreu",11.53,790,"flat"
1,1,73,1,1,"Sants-Montjuïc",13.85,1000,"attic"
3,1,60,0,0,"Les Corts",13.72,900,"flat"
1,1,41,1,0,"Eixample",22.62,950,"flat"
2,2,75,0,1,"Gràcia",14.14,900,"flat"
2,1,70,1,0,"Eixample",14.53,900,"flat"
2,1,66,1,0,"Ciutat Vella",14.19,975,"flat"
2,1,57,1,0,"Sant Martí",13.63,795,"flat"
1,1,52,0,0,"Les Corts",17.06,825,"flat"
1,1,55,0,0,"Ciutat Vella",21.86,1350,"flat"
3,1,58,0,0,"Gràcia",14.32,900,"flat"
2,1,47,0,1,"Ciutat Vella",25.17,1250,"apartment"
2,2,69,1,0,"Eixample",14.98,1195,"flat"
2,1,32,0,0,"Horta- Guinardo",20.91,750,"flat"
3,2,72,1,0,"Sants-Montjuïc",11.17,790,"flat"
1,1,66,1,1,"Gràcia",19.5,1150,"flat"
3,1,54,1,0,"Nou Barris",19.94,1200,"flat"
3,1,73,1,0,"Les Corts",13.57,950,"flat"
2,1,54,1,0,"Sant Martí",18.34,950,"flat"
4,3,196,0,1,"Ciutat Vella",16.52,3000,"apartment"
3,1,84,1,0,"Sant Martí",13.29,1100,"flat"
2,2,50,0,1,"Sants-Montjuïc",40.92,2255,"apartment"
3,1,108,1,0,"Sant Martí",10.97,1150,"flat"
3,1,72,1,0,"Gràcia",10.16,800,"flat"
3,1,68,1,1,"Sarria-Sant Gervasi",12.88,900,"flat"
4,2,88,1,0,"Sarria-Sant Gervasi",13.67,1267,"flat"
1,1,32,1,1,"Nou Barris",29.63,925,"attic"
3,1,85,1,0,"Sant Martí",12.39,950,"flat"
2,1,60,1,1,"Sarria-Sant Gervasi",12.88,810,"flat"
1,1,46,1,0,"Sant Andreu",18.32,950,"flat"
1,1,46,1,0,"Sarria-Sant Gervasi",16.62,800,"flat"
3,1,68,0,0,"Gràcia",15.83,990,"flat"
2,2,100,0,0,"Eixample",37.91,3868,"apartment"
3,2,97,1,0,"Eixample",14.77,1368,"flat"
2,1,51,1,0,"Ciutat Vella",15.71,750,"flat"
3,2,99,1,0,"Eixample",24.23,2140,"flat"
1,1,52,1,0,"Nou Barris",18.48,850,"flat"
3,1,80,1,0,"Eixample",15.3,960,"flat"
3,1,116,0,0,"Eixample",10.62,1270,"flat"
2,1,61,0,0,"Eixample",13.54,795,"flat"
4,2,201,1,1,"Eixample",11.16,2312,"flat"
3,3,201,1,1,"Horta- Guinardo",15.61,2800,"flat"
3,1,69,1,0,"Sants-Montjuïc",14.06,950,"flat"
2,1,81,0,0,"Sants-Montjuïc",29.83,2145,"apartment"
3,1,73,0,0,"Sarria-Sant Gervasi",9.78,750,"flat"
2,1,56,0,0,"Ciutat Vella",13.47,800,"flat"
3,2,79,1,0,"Ciutat Vella",15.3,1000,"flat"
3,2,118,1,0,"Eixample",12.19,1380,"flat"
3,1,73,0,1,"Eixample",11.98,1120,"flat"
2,1,53,1,0,"Les Corts",15.3,685,"flat"
3,2,129,0,0,"Ciutat Vella",17.48,2200,"flat"
6,3,180,1,0,"Sant Martí",6.45,1200,"apartment"
3,1,117,0,0,"Eixample",20.1,2179,"apartment"
2,1,84,1,0,"Eixample",12.49,900,"flat"
4,3,205,1,1,"Sant Martí",18.04,3540,"flat"
4,1,83,1,1,"Sarria-Sant Gervasi",11.89,1150,"flat"
2,2,65,0,0,"Eixample",63.26,4696,"apartment"
4,2,127,0,0,"Ciutat Vella",15.3,1208,"flat"
1,1,35,1,0,"Gràcia",14.44,550,"apartment"
3,2,96,1,0,"Eixample",15.15,1300,"flat"
2,1,76,1,0,"Sants-Montjuïc",11.6,845,"flat"
3,1,84,1,0,"Ciutat Vella",15.1,1306,"flat"
4,2,71,1,1,"Ciutat Vella",17.2,1177,"flat"
4,2,95,1,1,"Sant Martí",11.51,1075,"flat"
1,1,73,0,0,"Ciutat Vella",32.19,1375,"apartment"
4,3,209,1,1,"Ciutat Vella",12.16,2600,"flat"
2,1,73,1,0,"Sarria-Sant Gervasi",50.21,2890,"apartment"
4,3,192,1,0,"Gràcia",10.92,2100,"flat"
4,2,124,1,0,"Eixample",10.95,1440,"flat"
4,2,87,1,0,"Sarria-Sant Gervasi",13.08,1200,"flat"
3,2,81,1,0,"Sarria-Sant Gervasi",16.74,1290,"flat"
3,1,68,0,0,"Eixample",11.64,825,"flat"
3,2,83,1,1,"Sant Martí",14.67,1200,"flat"
3,1,49,1,0,"Sants-Montjuïc",13.52,750,"flat"
3,3,199,1,0,"Sant Martí",13.18,3180,"apartment"
3,1,121,1,1,"Ciutat Vella",16.38,1900,"flat"
2,1,59,0,0,"Les Corts",13.54,850,"flat"
3,2,114,0,0,"Ciutat Vella",15.3,1000,"flat"
1,1,45,0,0,"Sarria-Sant Gervasi",15.83,760,"flat"
2,1,60,1,0,"Ciutat Vella",14.09,850,"flat"
1,1,37,0,0,"Sant Martí",18.26,690,"flat"
3,1,90,0,0,"Eixample",25.29,2100,"flat"
4,2,134,1,0,"Eixample",10.86,1430,"flat"
3,2,76,0,0,"Sants-Montjuïc",19.79,1350,"flat"
2,2,375,1,1,"Eixample",9.71,3500,"flat"
2,1,65,1,0,"Les Corts",12.99,850,"flat"
3,2,89,1,0,"Eixample",13.49,1400,"attic"
1,1,48,1,0,"Sant Martí",22.39,1100,"apartment"
2,1,82,1,0,"Sants-Montjuïc",15.3,1750,"apartment"
2,2,108,1,0,"Ciutat Vella",14.8,1800,"apartment"
3,2,95,1,0,"Ciutat Vella",19.38,2120,"flat"
3,1,86,1,0,"Eixample",10.43,890,"flat"
1,1,28,0,0,"Ciutat Vella",19.88,650,"flat"
5,4,398,1,1,"Horta- Guinardo",12.06,5500,"attic"
3,1,81,0,0,"Horta- Guinardo",10.3,900,"flat"
2,2,104,1,0,"Nou Barris",13.13,1400,"flat"
1,1,37,0,0,"Sant Martí",18.43,675,"flat"
3,1,67,1,0,"Eixample",11.91,800,"flat"
2,2,64,1,0,"Sants-Montjuïc",14.23,950,"flat"
1,1,44,1,0,"Eixample",16.7,875,"flat"
4,1,74,1,1,"Eixample",12.22,850,"flat"
3,2,134,1,1,"Eixample",8.62,1100,"flat"
3,1,85,0,0,"Ciutat Vella",13.64,1350,"apartment"
4,2,87,1,0,"Eixample",15.3,1100,"flat"
4,1,96,1,0,"Sant Martí",13.12,1300,"flat"
2,1,73,1,0,"Ciutat Vella",16.88,1000,"flat"
2,1,49,1,0,"Sant Martí",21.1,900,"flat"
4,1,87,0,0,"Gràcia",14.28,1150,"apartment"
1,1,33,0,0,"Ciutat Vella",67.5,2161,"apartment"
2,1,70,1,1,"Eixample",19.08,1295,"flat"
1,1,71,0,0,"Sant Andreu",33.08,2246,"apartment"
3,2,117,0,0,"Sant Martí",14.15,1750,"apartment"
2,1,62,1,0,"Eixample",22.09,1300,"flat"
3,2,103,1,0,"Gràcia",16.95,1500,"flat"
4,2,81,1,0,"Eixample",13.23,960,"flat"
1,1,43,1,0,"Eixample",17.16,750,"flat"
3,1,54,1,0,"Horta- Guinardo",11,720,"flat"
4,3,185,1,1,"Eixample",17.13,3250,"flat"
2,1,70,0,0,"Ciutat Vella",19.4,1200,"apartment"
2,1,83,1,0,"Gràcia",9.5,800,"flat"
5,4,434,1,1,"Horta- Guinardo",12.08,5500,"attic"
2,2,194,1,0,"Eixample",17.32,3500,"attic"
3,1,74,0,0,"Les Corts",11.97,1000,"flat"
3,1,75,1,0,"Sants-Montjuïc",12.25,1100,"flat"
2,1,51,1,0,"Sarria-Sant Gervasi",13.5,700,"flat"
1,1,50,0,0,"Eixample",15.3,800,"flat"
2,1,71,1,0,"Eixample",12.51,995,"flat"
3,1,64,1,0,"Ciutat Vella",15.3,1000,"flat"
4,4,167,1,0,"Ciutat Vella",14.93,2700,"flat"
2,1,83,1,0,"Eixample",10.17,900,"flat"
6,2,234,1,1,"Gràcia",16.82,4000,"flat"
1,1,55,1,0,"Ciutat Vella",24.83,1200,"apartment"
1,1,85,1,0,"Ciutat Vella",21.96,1600,"flat"
3,1,56,1,0,"Gràcia",16.14,975,"flat"
2,4,103,1,1,"Eixample",20.73,2000,"attic"
3,2,103,0,1,"Ciutat Vella",14.12,1400,"flat"
3,1,80,1,0,"Sants-Montjuïc",11.83,950,"flat"
4,2,97,0,0,"Eixample",15.3,1450,"flat"
2,1,103,0,1,"Ciutat Vella",17.85,1800,"flat"
1,1,73,0,0,"Sants-Montjuïc",14.71,580,"flat"
3,3,129,1,0,"Eixample",16.96,2200,"flat"
3,1,69,0,0,"Ciutat Vella",15.81,1152,"flat"
3,1,70,1,1,"Eixample",13.54,950,"attic"
3,1,68,0,0,"Eixample",14.86,1000,"flat"
1,1,32,0,0,"Eixample",22.09,750,"flat"
4,2,92,0,0,"Horta- Guinardo",10.26,950,"flat"
3,2,163,1,1,"Sarria-Sant Gervasi",8.42,1600,"flat"
1,1,54,0,0,"Gràcia",12.3,680,"flat"
1,1,73,0,0,"Eixample",91.95,4696,"apartment"
3,1,69,1,1,"Ciutat Vella",13.84,900,"flat"
2,1,59,0,0,"Eixample",14.19,750,"flat"
2,1,73,0,0,"Eixample",29.01,1550,"apartment"
4,1,76,1,0,"Eixample",12.24,940,"flat"
3,1,62,1,0,"Ciutat Vella",15.21,954,"flat"
2,1,41,1,0,"Gràcia",22.48,825,"flat"
1,1,50,1,0,"Sants-Montjuïc",18.09,900,"flat"
2,1,56,1,1,"Sarria-Sant Gervasi",16.7,920,"flat"
4,2,196,1,0,"Sant Martí",14.86,2500,"flat"
2,2,74,1,0,"Eixample",16.46,1200,"flat"
2,1,50,0,0,"Sarria-Sant Gervasi",37.72,1740,"apartment"
1,1,59,0,1,"Ciutat Vella",19.55,1100,"flat"
3,1,87,1,0,"Gràcia",11.91,1100,"flat"
3,2,89,1,0,"Sants-Montjuïc",26.73,2300,"apartment"
2,1,61,1,0,"Ciutat Vella",17.77,975,"flat"
2,2,101,1,1,"Sarria-Sant Gervasi",14.37,1500,"flat"
3,2,108,1,1,"Eixample",17.4,2200,"flat"
2,2,79,1,0,"Horta- Guinardo",18.2,1329,"flat"
2,1,65,1,0,"Sarria-Sant Gervasi",11.55,875,"flat"
3,1,74,0,0,"Sarria-Sant Gervasi",19.89,1350,"flat"
2,2,65,1,0,"Eixample",22.34,1500,"flat"
2,1,49,0,0,"Sants-Montjuïc",13.18,700,"flat"
3,1,69,1,0,"Sant Martí",12.06,900,"flat"
1,1,52,0,0,"Sarria-Sant Gervasi",17.37,870,"flat"
5,3,147,1,0,"Eixample",10.79,1600,"flat"
3,2,128,1,0,"Ciutat Vella",14.14,1590,"flat"
3,1,85,1,1,"Eixample",14.65,1150,"flat"
2,1,73,0,0,"Eixample",14.15,1080,"flat"
1,1,54,0,0,"Eixample",12.45,680,"flat"
2,1,51,1,0,"Eixample",19.55,1050,"apartment"
2,2,92,1,1,"Sant Martí",37.71,3500,"attic"
3,2,101,1,0,"Ciutat Vella",10.64,1100,"flat"
1,1,33,1,0,"Eixample",17.63,625,"flat"
3,2,83,0,0,"Eixample",23.29,2200,"flat"
3,2,126,1,0,"Eixample",11.61,1485,"flat"
3,2,88,1,1,"Sants-Montjuïc",10.55,990,"flat"
3,2,154,1,0,"Sant Martí",8.42,1390,"flat"
1,1,56,1,1,"Sarria-Sant Gervasi",14.08,775,"flat"
2,1,54,0,1,"Eixample",16.01,800,"flat"
3,2,83,1,1,"Gràcia",12.79,1200,"flat"
3,2,106,1,1,"Sants-Montjuïc",15.67,1500,"flat"
3,2,87,0,0,"Eixample",14.1,1175,"flat"
2,1,64,1,1,"Ciutat Vella",15.3,1650,"apartment"
1,1,49,1,0,"Gràcia",17.66,800,"flat"
1,2,90,1,0,"Eixample",15.3,1000,"flat"
4,2,82,1,0,"Les Corts",11.16,920,"flat"
2,1,51,0,0,"Sants-Montjuïc",15.96,750,"flat"
2,1,74,1,1,"Les Corts",16.75,1170,"flat"
2,1,61,0,0,"Ciutat Vella",17.64,1200,"apartment"
4,3,151,1,0,"Sarria-Sant Gervasi",9.79,1539,"flat"
1,1,43,1,0,"Eixample",19.26,825,"flat"
3,1,61,0,0,"Sant Martí",14.1,950,"flat"
1,1,64,1,1,"Eixample",15.03,1000,"attic"
3,2,80,1,0,"Sants-Montjuïc",18.18,1650,"flat"
3,1,57,0,0,"Eixample",15.74,955,"flat"
3,1,139,1,0,"Sarria-Sant Gervasi",21.33,3300,"flat"
3,2,101,1,0,"Sants-Montjuïc",15.3,1200,"flat"
2,1,89,1,0,"Les Corts",10.87,1100,"flat"
2,1,66,1,0,"Sant Martí",16.24,1100,"flat"
2,2,73,1,0,"Les Corts",13.66,1150,"flat"
1,1,65,1,0,"Sarria-Sant Gervasi",46.49,3000,"apartment"
2,1,52,1,0,"Sant Martí",13.61,730,"flat"
3,1,89,1,0,"Sants-Montjuïc",11.42,1100,"flat"
2,1,69,1,1,"Eixample",24.35,1750,"attic"
1,1,53,1,0,"Eixample",16.27,800,"flat"
2,1,48,0,0,"Sarria-Sant Gervasi",16.04,874,"flat"
1,1,63,1,0,"Nou Barris",16.45,1150,"apartment"
3,1,65,0,0,"Sarria-Sant Gervasi",12.88,950,"flat"
1,1,44,1,0,"Sant Martí",26.04,1095,"flat"
3,2,82,1,0,"Sant Andreu",20.28,1695,"flat"
2,2,81,1,0,"Horta- Guinardo",12.67,1150,"flat"
4,2,109,1,0,"Sants-Montjuïc",11.49,1400,"flat"
3,1,73,1,0,"Sarria-Sant Gervasi",10.46,750,"flat"
2,1,84,1,1,"Eixample",11.88,950,"flat"
3,2,81,0,0,"Sarria-Sant Gervasi",11.56,950,"flat"
1,1,31,1,0,"Eixample",18.07,590,"flat"
2,1,66,1,0,"Sants-Montjuïc",20.1,1180,"flat"
4,1,73,1,0,"Eixample",11.73,852,"flat"
3,2,80,0,0,"Sarria-Sant Gervasi",46.22,3505,"apartment"
3,2,89,0,0,"Sants-Montjuïc",12.42,1100,"flat"
2,1,56,0,0,"Sants-Montjuïc",12.99,790,"flat"
5,3,205,0,0,"Eixample",17.15,3000,"flat"
1,1,36,1,0,"Sant Martí",18.41,715,"flat"
1,1,66,1,0,"Ciutat Vella",15.93,1100,"flat"
3,2,77,1,0,"Eixample",11.67,895,"flat"
4,2,89,1,0,"Ciutat Vella",12.63,1100,"flat"
2,2,91,1,0,"Sant Martí",11.95,950,"flat"
3,2,105,1,0,"Ciutat Vella",10.97,1200,"flat"
2,1,63,0,0,"Sant Martí",70.8,4476,"apartment"
1,1,29,0,0,"Gràcia",19.01,600,"flat"
4,2,73,1,0,"Eixample",11.2,1600,"flat"
1,1,49,1,0,"Sarria-Sant Gervasi",16.28,890,"flat"
3,1,97,1,1,"Sarria-Sant Gervasi",13.81,1150,"flat"
3,1,75,1,0,"Ciutat Vella",12.44,950,"attic"
1,1,36,1,0,"Eixample",15.3,750,"flat"
4,2,97,1,0,"Sarria-Sant Gervasi",15.3,1200,"flat"
3,2,146,1,1,"Sarria-Sant Gervasi",15.3,3900,"apartment"
4,2,94,1,0,"Ciutat Vella",15.33,1300,"flat"
4,1,69,0,0,"Eixample",14.3,990,"flat"
3,1,57,0,0,"Horta- Guinardo",16.65,850,"flat"
2,1,52,0,0,"Eixample",49.18,2500,"apartment"
3,2,87,1,0,"Eixample",11.6,1150,"flat"
2,2,154,1,1,"Ciutat Vella",22.45,3500,"attic"
2,1,63,0,0,"Sant Martí",16.83,1100,"flat"
3,1,73,0,0,"Sarria-Sant Gervasi",13.59,780,"flat"
4,3,165,0,0,"Sants-Montjuïc",14.78,2150,"flat"
2,1,70,1,0,"Sarria-Sant Gervasi",13.13,950,"flat"
2,1,92,1,0,"Gràcia",12.13,1200,"flat"
3,1,80,1,0,"Ciutat Vella",15.3,980,"flat"
3,2,80,0,0,"Sant Martí",42.23,3418,"apartment"
1,1,71,0,0,"Sants-Montjuïc",59.77,4185,"apartment"
1,1,64,1,1,"Sant Martí",9.88,675,"flat"
3,1,46,1,0,"Eixample",15.3,836,"flat"
2,1,58,1,0,"Sant Martí",21,1300,"flat"
3,1,57,1,1,"Eixample",17.35,900,"flat"
3,1,77,1,0,"Sarria-Sant Gervasi",13.12,975,"flat"
3,2,126,0,0,"Les Corts",19.24,2500,"flat"
2,1,46,0,0,"Sarria-Sant Gervasi",15.3,650,"flat"
3,2,116,1,1,"Eixample",11.71,1200,"flat"
3,1,77,0,0,"Eixample",12.59,850,"flat"
3,1,80,1,1,"Eixample",19.63,1600,"flat"
2,1,50,1,0,"Sarria-Sant Gervasi",16.37,800,"flat"
1,1,49,0,0,"Sarria-Sant Gervasi",17.39,800,"flat"
2,2,60,1,0,"Ciutat Vella",17.25,1095,"flat"
1,1,32,0,0,"Horta- Guinardo",22.18,735,"flat"
2,2,55,1,0,"Sants-Montjuïc",18.65,900,"flat"
3,1,63,1,0,"Sant Andreu",12.19,775,"flat"
2,1,56,0,0,"Sants-Montjuïc",13.94,820,"flat"
2,2,68,1,0,"Eixample",15.3,927,"flat"
2,1,86,1,0,"Les Corts",9.37,830,"flat"
1,1,32,0,0,"Eixample",19.15,625,"flat"
1,1,57,1,0,"Ciutat Vella",18.93,930,"flat"
2,1,103,1,0,"Eixample",11.51,1200,"flat"
2,2,63,0,1,"Sarria-Sant Gervasi",13.75,950,"flat"
3,2,107,1,0,"Sants-Montjuïc",11.41,1150,"attic"
1,1,43,1,0,"Sants-Montjuïc",18.59,900,"apartment"
3,2,78,1,0,"Ciutat Vella",12.57,1000,"flat"
2,1,62,1,0,"Ciutat Vella",15.3,725,"attic"
2,2,67,0,0,"Gràcia",17.5,1200,"flat"
3,2,112,1,0,"Sant Martí",21.29,2400,"flat"
2,1,52,1,0,"Ciutat Vella",15.3,690,"flat"
3,2,73,1,0,"Gràcia",15.41,1280,"flat"
3,1,94,1,0,"Sarria-Sant Gervasi",13.22,1300,"flat"
2,1,66,1,0,"Ciutat Vella",13.23,900,"flat"
4,2,106,0,0,"Sants-Montjuïc",19.4,2142,"apartment"
2,1,56,1,1,"Sarria-Sant Gervasi",13.92,800,"flat"
3,1,69,1,1,"Ciutat Vella",15.3,1075,"flat"
2,1,76,1,0,"Eixample",10.52,875,"flat"
1,1,92,1,1,"Sant Martí",15.3,1150,"flat"
3,2,67,0,0,"Eixample",37.27,2922,"apartment"
2,1,58,0,0,"Eixample",14.37,840,"flat"
3,2,159,0,1,"Eixample",10.03,1650,"flat"
2,3,237,1,0,"Ciutat Vella",10.98,2700,"flat"
2,1,47,1,0,"Eixample",15.3,950,"flat"
3,1,64,1,1,"Gràcia",13.61,900,"flat"
3,1,58,1,0,"Eixample",15.96,880,"flat"
3,2,113,0,1,"Ciutat Vella",9.64,1200,"flat"
3,2,79,1,0,"Eixample",13.3,1100,"flat"
1,2,75,0,1,"Sarria-Sant Gervasi",15.3,1200,"apartment"
1,1,36,0,0,"Les Corts",15.71,695,"apartment"
1,1,49,1,0,"Gràcia",15.74,832,"flat"
2,1,35,0,0,"Ciutat Vella",38.14,1400,"apartment"
3,2,116,1,1,"Ciutat Vella",43.13,4500,"flat"
3,2,135,1,0,"Ciutat Vella",17.13,2300,"flat"
2,1,62,1,0,"Eixample",13.64,890,"flat"
3,1,73,1,0,"Gràcia",13.03,950,"flat"
1,1,23,1,0,"Sarria-Sant Gervasi",21.34,490,"studio"
2,1,57,0,0,"Gràcia",14.41,820,"flat"
2,2,79,1,1,"Eixample",13.47,950,"flat"
2,1,72,1,0,"Eixample",14.58,950,"flat"
2,1,54,0,0,"Eixample",14.78,800,"flat"
3,1,89,1,1,"Sarria-Sant Gervasi",10.44,900,"flat"
2,1,60,1,0,"Ciutat Vella",19.74,1000,"flat"
2,1,72,0,0,"Eixample",10.31,700,"flat"
3,2,79,1,1,"Sant Martí",15.12,1200,"flat"
2,1,51,1,0,"Eixample",19.64,1050,"apartment"
3,1,79,0,1,"Ciutat Vella",10.11,800,"flat"
3,2,147,1,1,"Sant Martí",14.93,2200,"apartment"
3,1,60,0,0,"Ciutat Vella",12.13,850,"flat"
2,1,84,1,0,"Eixample",14.13,1150,"flat"
2,1,63,0,0,"Eixample",18.58,1100,"flat"
3,2,73,0,0,"Eixample",45.8,3500,"apartment"
3,2,100,1,0,"Ciutat Vella",24.81,2500,"apartment"
4,2,106,1,0,"Sants-Montjuïc",19.64,1800,"flat"
3,1,70,1,0,"Sarria-Sant Gervasi",17.13,1250,"flat"
3,1,77,1,1,"Nou Barris",12.76,850,"flat"
1,1,73,1,0,"Les Corts",15.07,750,"flat"
3,2,175,1,1,"Eixample",14.31,2250,"flat"
3,1,71,0,0,"Eixample",14.16,975,"flat"
3,1,57,1,0,"Gràcia",15.46,875,"flat"
3,2,121,1,1,"Ciutat Vella",20.58,2200,"flat"
3,1,80,0,0,"Sant Martí",15.09,1100,"flat"
4,2,96,0,0,"Eixample",12.74,1200,"apartment"
3,1,69,1,0,"Ciutat Vella",12.62,894,"flat"
2,2,176,1,0,"Sant Martí",19.04,3300,"apartment"
3,1,62,1,0,"Eixample",15.3,900,"flat"
1,1,61,1,0,"Ciutat Vella",14.72,900,"flat"
2,1,66,0,0,"Sarria-Sant Gervasi",15.51,1150,"flat"
2,1,64,0,1,"Eixample",32.31,1850,"flat"
1,1,73,1,0,"Sarria-Sant Gervasi",18.42,700,"flat"
2,1,89,0,0,"Eixample",19.16,1950,"flat"
2,1,67,0,0,"Sant Martí",12.77,775,"flat"
3,2,114,1,0,"Eixample",11.2,1300,"apartment"
4,2,128,1,1,"Eixample",15.48,1950,"attic"
1,2,118,1,0,"Horta- Guinardo",15.04,1765,"flat"
2,1,43,0,0,"Sarria-Sant Gervasi",73.62,3788,"apartment"
1,1,33,0,0,"Les Corts",18.49,690,"studio"
2,1,75,1,0,"Sants-Montjuïc",13.12,900,"flat"
2,2,93,1,1,"Eixample",20.92,1980,"flat"
1,1,52,0,0,"Sarria-Sant Gervasi",33.67,1750,"apartment"
2,1,50,0,1,"Sarria-Sant Gervasi",16.94,850,"flat"
2,1,55,0,0,"Ciutat Vella",17.87,850,"flat"
2,1,52,0,0,"Eixample",15.21,700,"flat"
5,2,104,0,0,"Ciutat Vella",15.3,1350,"flat"
4,2,105,1,1,"Sarria-Sant Gervasi",11.6,1150,"flat"
1,1,34,0,0,"Sarria-Sant Gervasi",40.21,1400,"apartment"
3,1,73,1,1,"Sarria-Sant Gervasi",12.78,950,"flat"
2,1,103,0,1,"Sarria-Sant Gervasi",15.44,1800,"flat"
2,1,67,1,1,"Eixample",13.52,950,"flat"
4,2,113,0,1,"Les Corts",9.02,1200,"flat"
3,1,74,1,0,"Eixample",13.55,1000,"flat"
1,2,49,0,0,"Horta- Guinardo",15.8,800,"flat"
3,1,73,1,0,"Ciutat Vella",15.3,975,"flat"
4,2,131,1,1,"Les Corts",10.18,1500,"flat"
3,1,108,1,1,"Eixample",9,950,"attic"
2,2,62,1,0,"Sant Martí",14.21,950,"flat"
2,2,113,1,1,"Horta- Guinardo",16.69,1850,"flat"
2,1,46,1,0,"Sarria-Sant Gervasi",15.54,740,"flat"
2,1,57,1,0,"Eixample",12.82,826,"flat"
2,1,70,1,0,"Eixample",41.39,3000,"flat"
2,2,141,1,0,"Ciutat Vella",17.64,2500,"attic"
1,1,56,1,0,"Ciutat Vella",12.99,830,"flat"
2,1,72,0,0,"Sant Andreu",10.24,695,"flat"
3,1,91,1,0,"Sarria-Sant Gervasi",15.31,1250,"flat"
2,2,77,1,0,"Eixample",20.69,1400,"flat"
2,1,44,0,0,"Horta- Guinardo",17.92,710,"flat"
4,2,110,1,1,"Sarria-Sant Gervasi",11.4,1500,"flat"
2,1,76,1,1,"Gràcia",18.27,1350,"flat"
1,1,59,1,0,"Ciutat Vella",14.15,850,"flat"
2,2,103,1,0,"Ciutat Vella",22.17,2500,"flat"
2,1,56,1,0,"Sant Martí",12.04,800,"flat"
2,2,63,0,0,"Ciutat Vella",18.37,1095,"flat"
4,1,102,1,0,"Eixample",11.04,1150,"flat"
3,2,80,0,1,"Gràcia",14.69,1190,"flat"
3,2,77,1,1,"Sarria-Sant Gervasi",14.95,1200,"flat"
1,1,71,0,0,"Eixample",13.59,950,"flat"
2,1,74,0,0,"Ciutat Vella",10.64,850,"flat"
4,1,81,1,0,"Eixample",10.72,950,"flat"
4,2,109,1,1,"Sarria-Sant Gervasi",11.93,1200,"flat"
2,2,73,1,0,"Sant Andreu",19.13,1550,"flat"
